"","experiment_alias","cell_line"
"5213","GSM3723756","foreskin fibroblasts"
"5214","GSM3723757","foreskin fibroblasts"
"5215","GSM3723758","foreskin fibroblasts"
"5216","GSM3723759","foreskin fibroblasts"
"5217","GSM3723760","foreskin fibroblasts"
"5218","GSM3723761","foreskin fibroblasts"
"5219","GSM3723762","foreskin fibroblasts"
"5220","GSM3723763","foreskin fibroblasts"
"5221","GSM3723764","foreskin fibroblasts"
"5222","GSM3723765","foreskin fibroblasts"
"5223","GSM3723766","foreskin fibroblasts"
"5224","GSM3723767","foreskin fibroblasts"
"5225","GSM3723768","foreskin fibroblasts"
"5226","GSM3723769","foreskin fibroblasts"
"5227","GSM3723770","foreskin fibroblasts"
"5228","GSM3723771","foreskin fibroblasts"
"5229","GSM3723772","foreskin fibroblasts"
"5230","GSM3723773","foreskin fibroblasts"
"5231","GSM3739076","normal prostate"
"5232","GSM3739077","normal prostate"
"5233","GSM3739078","normal prostate"
"5234","GSM3739079","normal prostate"
"5235","GSM3739080","normal prostate"
"5236","GSM3739081","normal prostate"
"5237","GSM3739082","normal prostate"
"5238","GSM3739083","normal prostate"
"5239","GSM3739084","normal prostate"
"5240","GSM3739085","normal prostate"
"5241","GSM3753501","HEK293T"
"5242","GSM3753502","HEK293T"
"5243","GSM3753503","HEK293T"
"5244","GSM3753504","HEK293T"
"5245","GSM3753505","HEK293T"
"5246","GSM3753506","HEK293T"
"5247","GSM3753507","HEK293T"
"5248","GSM3753508","HEK293T"
"5249","GSM3753509","HEK293T"
"5250","GSM3753510","HEK293T"
"5251","GSM3753511","HEK293T"
"5252","GSM3753512","HEK293T"
"5253","GSM3753513","HEK293T"
"5254","GSM3753514","HEK293T"
"5255","GSM3753515","HEK293T"
"5256","GSM3753516","HEK293T"
"5257","GSM3753517","HEK293T"
"5258","GSM3753518","HEK293T"
"5259","GSM3753519","HEK293T"
"5260","GSM3753520","HEK293T"
"5261","GSM3753521","HEK293T"
"5262","GSM3753522","HEK293T"
"5263","GSM3753530","HEK293T"
"5264","GSM3753531","HEK293T"
"5265","GSM3753532","HEK293T"
"5266","GSM3753533","HEK293T"
"5267","GSM3753534","HEK293T"
"5268","GSM3753535","HEK293T"
"5269","GSM3753537","HEK293T"
"5270","GSM3753538","HEK293T"
"5271","GSM3753539","HEK293T"
"5272","GSM3755880","embryonic stem cells "
"5273","GSM3755881","embryonic stem cells "
"5274","GSM3755882","embryonic stem cells "
"5275","GSM3755883","embryonic stem cells "
"5276","GSM3755884","embryonic stem cells "
"5277","GSM3755885","embryonic stem cells "
"5278","GSM3755886","embryonic stem cells "
"5279","GSM3755887","embryonic stem cells "
"5280","GSM3755888","embryonic stem cells "
"5281","GSM3755889","embryonic stem cells "
"5282","GSM3755890","embryonic stem cells "
"5283","GSM3755891","embryonic stem cells "
"5284","GSM3755892","embryonic stem cells "
"5285","GSM3755893","embryonic stem cells "
"5286","GSM3755894","embryonic stem cells "
"5287","GSM3755895","embryonic stem cells "
"5288","GSM3755896","embryonic stem cells "
"5289","GSM3755897","embryonic stem cells "
"5290","GSM3755898","embryonic stem cells "
"5291","GSM3755899","embryonic stem cells "
"5292","GSM3755900","embryonic stem cells "
"5293","GSM3755901","embryonic stem cells "
"5294","GSM3755902","embryonic stem cells "
"5295","GSM3755903","embryonic stem cells "
"5296","GSM3755904","embryonic stem cells "
"5297","GSM3755905","embryonic stem cells "
"5298","GSM3755906","embryonic stem cells "
"5299","GSM3755907","embryonic stem cells "
"5300","GSM3755908","embryonic stem cells "
"5301","GSM3755909","embryonic stem cells "
"5302","GSM3755910","embryonic stem cells "
"5303","GSM3755911","embryonic stem cells "
"5304","GSM3755912","embryonic stem cells "
"5305","GSM3755913","embryonic stem cells "
"5306","GSM3755914","embryonic stem cells "
"5307","GSM3755915","embryonic stem cells "
"5308","GSM3755916","embryonic stem cells "
"5309","GSM3755917","embryonic stem cells "
"5310","GSM3755918","Ne4C"
"5311","GSM3755919","Ne4C"
"5312","GSM3755920","Ne4C"
"5313","GSM3755921","Ne4C"
"5314","GSM3755922","Ne4C"
"5315","GSM3755923","Ne4C"
"5316","GSM3755924","Ne4C"
"5317","GSM3755925","Ne4C"
"5318","GSM3755926","Ne4C"
"5319","GSM3755927","Ne4C"
"5320","GSM3755928","Ne4C"
"5321","GSM3755929","Ne4C"
"5322","GSM3755930","Ne4C"
"5323","GSM3755931","Ne4C"
"5324","GSM3755932","Ne4C"
"5325","GSM3755933","Ne4C"
"5326","GSM3755934","Huh7"
"5327","GSM3755935","Huh7"
"5328","GSM3755936","Huh7"
"5329","GSM3755937","Huh7"
"5330","GSM3755938","Huh7"
"5331","GSM3755939","Huh7"
"5332","GSM3755940","embryonic stem cells "
"5333","GSM3755941","embryonic stem cells "
"5334","GSM3755942","embryonic stem cells "
"5335","GSM3755943","embryonic stem cells "
"5336","GSM3755944","embryonic stem cells "
"5337","GSM3755945","embryonic stem cells "
"5338","GSM3755946","embryonic stem cells "
"5339","GSM3755947","embryonic stem cells "
"5340","GSM3762993","MCF10A"
"5341","GSM3762994","MCF10A"
"5342","GSM3762995","MCF10A"
"5343","GSM3762996","MCF10A"
"5344","GSM3762997","MCF10A"
"5345","GSM3762998","MCF10A"
"5346","GSM3762999","MCF10A"
"5347","GSM3763000","MCF10A"
"5348","GSM3763001","MCF10A"
"5349","GSM3763002","MCF10A"
"5350","GSM3763003","MCF10A"
"5351","GSM3763004","MCF10A"
"5352","GSM3763005","MCF10A"
"5353","GSM3763006","MCF10A"
"5354","GSM3763596","left ventricle tissue"
"5355","GSM3763597","left ventricle tissue"
"5356","GSM3763598","left ventricle tissue"
"5357","GSM3763599","left ventricle tissue"
"5358","GSM3763600","left ventricle tissue"
"5359","GSM3763601","left ventricle tissue"
"5360","GSM3763602","left ventricle tissue"
"5361","GSM3763603","left ventricle tissue"
"5362","GSM3763604","left ventricle tissue"
"5363","GSM3763605","left ventricle tissue"
"5364","GSM3763606","left ventricle tissue"
"5365","GSM3763607","left ventricle tissue"
"5366","GSM3763608","left ventricle tissue"
"5367","GSM3763609","left ventricle tissue"
"5368","GSM3763610","left ventricle tissue"
"5369","GSM3763611","left ventricle tissue"
"5370","GSM3763612","left ventricle tissue"
"5371","GSM3763613","left ventricle tissue"
"5372","GSM3763614","left ventricle tissue"
"5373","GSM3763615","left ventricle tissue"
"5374","GSM3763616","left ventricle tissue"
"5375","GSM3763617","left ventricle tissue"
"5376","GSM3763618","left ventricle tissue"
"5377","GSM3763619","left ventricle tissue"
"5378","GSM3763620","left ventricle tissue"
"5379","GSM3763621","left ventricle tissue"
"5380","GSM3763622","left ventricle tissue"
"5381","GSM3763623","left ventricle tissue"
"5382","GSM3763624","left ventricle tissue"
"5383","GSM3763625","left ventricle tissue"
"5384","GSM3764756","heart"
"5385","GSM3764757","heart"
"5386","GSM3764758","heart"
"5387","GSM3764759","heart"
"5388","GSM3764760","heart"
"5389","GSM3764761","heart"
"5390","GSM3764762","heart"
"5391","GSM3764763","heart"
"5392","GSM3791723","WTC-11"
"5393","GSM3791724","WTC-11"
"5394","GSM3791725","WTC-11"
"5395","GSM3791726","WTC-11"
"5396","GSM3791727","WTC-11"
"5397","GSM3791728","WTC-11"
"5398","GSM3791729","WTC-11"
"5399","GSM3791730","WTC-11"
"5400","GSM3791731","WTC-11"
"5401","GSM3791732","WTC-11"
"5402","GSM3791733","WTC-11"
"5403","GSM3791734","WTC-11"
"5404","GSM3791735","WTC-11"
"5405","GSM3791736","WTC-11"
"5406","GSM3820024","HSPCs"
"5407","GSM3820025","HSPCs"
"5408","GSM3820026","HSPCs"
"5409","GSM3820027","HSPCs"
"5410","GSM3820028","HSPCs"
"5411","GSM3820029","HSPCs"
"5412","GSM3820030","HSPCs"
"5413","GSM3820031","HSPCs"
"5414","GSM3820032","HSPCs"
"5415","GSM3820033","HSPCs"
"5416","GSM3820034","HSPCs"
"5417","GSM3820035","HSPCs"
"5418","GSM3820036","HSPCs"
"5419","GSM3820037","HSPCs"
"5420","GSM3820038","HSPCs"
"5421","GSM3820039","HSPCs"
"5422","GSM3834396","HCT116"
"5423","GSM3834397","HCT116"
"5424","GSM3834398","HCT116"
"5425","GSM3834399","HCT116"
"5426","GSM3834400","HCT116"
"5427","GSM3834401","HCT116"
"5428","GSM3834402","HCT116"
"5429","GSM3834403","HCT116"
"5430","GSM3834404","HCT116"
"5431","GSM3834405","HCT116"
"5432","GSM3834406","HCT116"
"5433","GSM3834407","HCT116"
"5434","GSM3889077","HEK293T"
"5435","GSM3889078","HEK293T"
"5436","GSM3889079","HEK293T"
"5437","GSM3889080","HEK293T"
"5438","GSM3889081","HEK293T"
"5439","GSM3889082","HEK293T"
"5440","GSM3889083","HEK293T"
"5441","GSM3889084","HEK293T"
"5442","GSM3889085","HEK293T"
"5443","GSM3889086","HEK293T"
"5444","GSM3889087","HEK293T"
"5445","GSM3889088","HEK293T"
"5446","GSM3889089","HEK293T"
"5447","GSM3889090","HEK293T"
"5448","GSM3889091","HEK293T"
"5449","GSM3889092","HEK293T"
"5450","GSM3889093","HEK293T"
"5451","GSM3889094","HEK293T"
"5452","GSM3889095","HEK293T"
"5453","GSM3889096","HEK293T"
"5454","GSM3889097","HEK293T"
"5455","GSM3889098","HEK293T"
"5456","GSM3889099","HEK293T"
"5457","GSM3889100","HEK293T"
"5458","GSM3890764","HEK293T"
"5459","GSM3890765","HEK293T"
"5460","GSM3890766","HEK293T"
"5461","GSM3890767","HEK293T"
"5462","GSM3890768","HEK293T"
"5463","GSM3890769","HEK293T"
"5465","GSM3890771","HEK293T"
"5466","GSM3900208","A549"
"5467","GSM3900209","A549"
"5468","GSM3900210","A549"
"5469","GSM3900211","A549"
"5470","GSM3900212","A549"
"5471","GSM3900213","A549"
"5472","GSM3900214","A549"
"5473","GSM3900215","A549"
"5474","GSM3900216","A549"
"5475","GSM3900217","A549"
"5476","GSM3900218","A549"
"5477","GSM3900219","A549"
"5478","GSM3905622","HEK293T"
"5479","GSM3905623","HEK293T"
"5480","GSM3907597","HEK293"
"5481","GSM3907598","HEK293"
"5482","GSM3907599","HEK293"
"5483","GSM3907600","HEK293"
"5484","GSM3927384","E14Tg2a"
"5485","GSM3927385","E14Tg2a"
"5486","GSM3927386","E14Tg2a"
"5487","GSM3927387","E14Tg2a"
"5488","GSM3927388","E14Tg2a"
"5489","GSM3927389","E14Tg2a"
"5490","GSM3927390","E14Tg2a"
"5491","GSM3927391","E14Tg2a"
"5492","GSM3927392","E14Tg2a"
"5493","GSM3927393","E14Tg2a"
"5494","GSM3927394","E14Tg2a"
"5495","GSM3927395","E14Tg2a"
"5496","GSM3927396","E14Tg2a"
"5497","GSM3927397","E14Tg2a"
"5498","GSM3927398","E14Tg2a"
"5499","GSM3927399","E14Tg2a"
"5500","GSM3927400","E14Tg2a"
"5501","GSM3927401","E14Tg2a"
"5502","GSM3927402","E14Tg2a"
"5503","GSM3927403","E14Tg2a"
"5504","GSM3927404","E14Tg2a"
"5505","GSM3927405","E14Tg2a"
"5506","GSM3927406","E14Tg2a"
"5507","GSM3927407","E14Tg2a"
"5508","GSM3927408","E14Tg2a"
"5509","GSM3927409","E14Tg2a"
"5510","GSM3927410","E14Tg2a"
"5511","GSM3927411","E14Tg2a"
"5512","GSM3927412","E14Tg2a"
"5513","GSM3927413","E14Tg2a"
"5514","GSM3927414","E14Tg2a"
"5515","GSM3927415","E14Tg2a"
"5516","GSM3927416","E14Tg2a"
"5517","GSM3927417","E14Tg2a"
"5518","GSM3927418","E14Tg2a"
"5519","GSM3927419","E14Tg2a"
"5520","GSM3930171","MOLM-13"
"5521","GSM3930172","MOLM-13"
"5522","GSM3930173","MOLM-13"
"5523","GSM3930174","MOLM-13"
"5524","GSM3930175","MOLM-13"
"5525","GSM3930176","MOLM-13"
"5526","GSM3930177","MOLM-13"
"5527","GSM3930178","MOLM-13"
"5528","GSM3930364","primary splenic B cells"
"5529","GSM3930365","primary splenic B cells"
"5530","GSM3933445","embryonic stem cells "
"5531","GSM3933446","embryonic stem cells "
"5532","GSM3933447","embryonic stem cells "
"5533","GSM3933448","embryonic stem cells "
"5534","GSM3933449","embryonic stem cells "
"5535","GSM3933450","embryonic stem cells "
"5536","GSM3933451","embryonic stem cells "
"5537","GSM3933452","embryonic stem cells "
"5538","GSM3933453","embryonic stem cells "
"5539","GSM3933454","embryonic stem cells "
"5540","GSM3933455","embryonic stem cells "
"5541","GSM3933456","embryonic stem cells "
"5542","GSM3933457","embryonic stem cells "
"5543","GSM3933458","embryonic stem cells "
"5544","GSM3933459","embryonic stem cells "
"5545","GSM3933460","embryonic stem cells "
"5546","GSM3933461","embryonic stem cells "
"5547","GSM3933462","embryonic stem cells "
"5548","GSM3933463","embryonic stem cells "
"5549","GSM3933464","embryonic stem cells "
"5550","GSM3933465","embryonic stem cells "
"5551","GSM3933466","embryonic stem cells "
"5552","GSM3933467","embryonic stem cells "
"5553","GSM3933468","embryonic stem cells "
"5554","GSM3933469","embryonic stem cells "
"5555","GSM3933470","embryonic stem cells "
"5556","GSM3933471","embryonic stem cells "
"5557","GSM3933472","embryonic stem cells "
"5558","GSM3933473","embryonic stem cells "
"5559","GSM3933474","embryonic stem cells "
"5560","GSM3940762","MCF10A"
"5561","GSM3943969","embryonic stem cells "
"5562","GSM3943970","embryonic stem cells "
"5563","GSM3943971","embryonic stem cells "
"5564","GSM3943972","embryonic stem cells "
"5565","GSM3943973","embryonic stem cells "
"5566","GSM3943974","embryonic stem cells "
"5567","GSM3943975","embryonic stem cells "
"5568","GSM3943976","embryonic stem cells "
"5569","GSM3943977","embryonic stem cells "
"5570","GSM3943978","embryonic stem cells "
"5571","GSM3943979","embryonic stem cells "
"5572","GSM3943980","embryonic stem cells "
"5573","GSM3944586","HeLa"
"5574","GSM3944587","HeLa"
"5575","GSM3944588","HeLa"
"5576","GSM3944589","HeLa"
"5577","GSM3944590","HeLa"
"5578","GSM3944591","HeLa"
"5579","GSM3944592","HeLa"
"5580","GSM3944593","HeLa"
"5581","GSM3944594","HeLa"
"5582","GSM3944595","HeLa"
"5583","GSM3944596","HeLa"
"5584","GSM3944597","HeLa"
"5585","GSM3944598","HeLa"
"5586","GSM3944599","HeLa"
"5587","GSM3944600","HeLa"
"5588","GSM3944601","HeLa"
"5589","GSM3944602","HeLa"
"5590","GSM3944603","HeLa"
"5591","GSM3944604","HeLa"
"5592","GSM3944605","HeLa"
"5594","GSM3944607","HeLa"
"5595","GSM3944608","HeLa"
"5596","GSM3944609","HeLa"
"5597","GSM3944610","HeLa"
"5598","GSM3944611","HeLa"
"5601","GSM3944614","HeLa"
"5602","GSM3944615","HeLa"
"5604","GSM3944617","HeLa"
"5605","GSM3944618","HeLa"
"5606","GSM3944619","HeLa"
"5607","GSM3944620","HeLa"
"5608","GSM3944621","HeLa"
"5609","GSM3944622","HeLa"
"5610","GSM3944623","HeLa"
"5611","GSM3944624","HeLa"
"5612","GSM3944625","HeLa"
"5613","GSM3944626","HeLa"
"5614","GSM3944627","HeLa"
"5615","GSM3944628","HeLa"
"5616","GSM3944629","HeLa"
"5617","GSM3944630","HeLa"
"5618","GSM3944631","HeLa"
"5619","GSM3944632","HeLa"
"5620","GSM3944633","HeLa"
"5621","GSM3944634","HeLa"
"5622","GSM3944635","HeLa"
"5623","GSM3944636","HeLa"
"5624","GSM3954920","HEK293"
"5625","GSM3954921","HEK293"
"5626","GSM3954922","HEK293"
"5627","GSM3954923","HEK293"
"5628","GSM3954924","HEK293"
"5629","GSM3954925","HEK293"
"5630","GSM3955375","liver"
"5631","GSM3955376","liver"
"5632","GSM3955377","liver"
"5633","GSM3955378","liver"
"5634","GSM3955379","liver"
"5635","GSM3955380","liver"
"5636","GSM3962855","3T3"
"5637","GSM3962856","3T3"
"5638","GSM3962862","3T3"
"5639","GSM3962863","3T3"
"5640","GSM3962865","3T3"
"5641","GSM3962866","3T3"
"5642","GSM3962868","3T3"
"5643","GSM3962869","3T3"
"5644","GSM3962871","3T3"
"5645","GSM3962872","3T3"
"5646","GSM3962874","3T3"
"5647","GSM3962875","3T3"
"5648","GSM3962877","3T3"
"5649","GSM3962878","3T3"
"5650","GSM3962880","3T3"
"5651","GSM3962881","3T3"
"5652","GSM3962883","3T3"
"5653","GSM3962884","3T3"
"5654","GSM3962886","3T3"
"5655","GSM3962887","3T3"
"5656","GSM3962889","3T3"
"5657","GSM3962890","3T3"
"5658","GSM3962892","3T3"
"5659","GSM3962893","3T3"
"5660","GSM3962895","3T3"
"5661","GSM3962896","3T3"
"5662","GSM3962898","3T3"
"5663","GSM3962899","3T3"
"5664","GSM3962901","3T3"
"5665","GSM3962902","3T3"
"5666","GSM3962904","3T3"
"5667","GSM3962905","3T3"
"5668","GSM3962907","3T3"
"5669","GSM3962908","3T3"
"5670","GSM3962910","3T3"
"5671","GSM3962911","3T3"
"5672","GSM3962912","3T3"
"5673","GSM3962914","3T3"
"5674","GSM3962915","3T3"
"5675","GSM3962916","3T3"
"5676","GSM3962917","3T3"
"5677","GSM3962918","3T3"
"5678","GSM3962919","3T3"
"5679","GSM3962921","3T3"
"5680","GSM3962922","3T3"
"5681","GSM3962924","3T3"
"5682","GSM3962925","3T3"
"5683","GSM3962926","3T3"
"5684","GSM3962927","3T3"
"5685","GSM3962928","3T3"
"5686","GSM3962930","3T3"
"5687","GSM3962931","3T3"
"5688","GSM3962933","3T3"
"5689","GSM3962934","3T3"
"5690","GSM3966943","HEK293T"
"5691","GSM3966944","HEK293T"
"5692","GSM3966945","HEK293T"
"5693","GSM3966946","HEK293T"
"5694","GSM3966947","HEK293T"
"5695","GSM3966948","HEK293T"
"5696","GSM3966949","HEK293T"
"5697","GSM3966950","HEK293T"
"5698","GSM3966951","HEK293T"
"5699","GSM3966952","HEK293T"
"5700","GSM3966953","HEK293T"
"5701","GSM3966954","HEK293T"
"5702","GSM3966955","HEK293T"
"5703","GSM3966956","HEK293T"
"5704","GSM3984242","HEK293T"
"5705","GSM3984243","HEK293T"
"5706","GSM3984244","HEK293T"
"5707","GSM3984245","HEK293T"
"5708","GSM3984246","HEK293T"
"5709","GSM3984247","HEK293T"
"5710","GSM3984248","HEK293T"
"5711","GSM3984249","HEK293T"
"5712","GSM3984250","HEK293T"
"5713","GSM3984251","HEK293T"
"5714","GSM3984252","HEK293T"
"5715","GSM3984253","HEK293T"
"5716","GSM3984254","HEK293T"
"5717","GSM3984255","HEK293T"
"5718","GSM3984256","HEK293T"
"5719","GSM3984257","HEK293T"
"5720","GSM4006924","HSB2"
"5721","GSM4006925","HSB2"
"5722","GSM4006926","HSB2"
"5723","GSM4006927","HSB2"
"5724","GSM4006928","Molt-3"
"5725","GSM4006929","Molt-3"
"5726","GSM4006930","Molt-3"
"5727","GSM4006931","Molt-3"
"5728","GSM4006932","Molt-3"
"5729","GSM4006933","Molt-3"
"5730","GSM4006934","Molt-3"
"5731","GSM4006935","Molt-3"
"5732","GSM4006936","Molt-3"
"5733","GSM4006937","Molt-3"
"5734","GSM4026922","forelimbs"
"5735","GSM4026923","forelimbs"
"5736","GSM4026924","forelimbs"
"5737","GSM4026925","forelimbs"
"5738","GSM4026926","forelimbs"
"5739","GSM4026927","forelimbs"
"5740","GSM4026928","forelimbs"
"5741","GSM4026929","forelimbs"
"5742","GSM4026930","forelimbs"
"5743","GSM4026931","forelimbs"
"5744","GSM4026932","forelimbs"
"5745","GSM4026933","forelimbs"
"5746","GSM4026934","forelimbs"
"5747","GSM4026935","forelimbs"
"5748","GSM4026936","forelimbs"
"5749","GSM4026937","forelimbs"
"5750","GSM4026938","forelimbs"
"5751","GSM4026939","forelimbs"
"5752","GSM4026940","forelimbs"
"5753","GSM4026941","forelimbs"
"5754","GSM4026942","forelimbs"
"5755","GSM4026943","forelimbs"
"5756","GSM4026944","forelimbs"
"5757","GSM4026945","forelimbs"
"5758","GSM4040953","AML12 cell line"
"5759","GSM4040954","AML12 cell line"
"5760","GSM4040955","AML12 cell line"
"5761","GSM4040956","AML12 cell line"
"5762","GSM4040957","AML12 cell line"
"5763","GSM4040958","AML12 cell line"
"5764","GSM4040959","AML12 cell line"
"5765","GSM4040960","AML12 cell line"
"5766","GSM4040961","liver"
"5767","GSM4040962","liver"
"5768","GSM4040963","liver"
"5769","GSM4040964","liver"
"5770","GSM4040965","liver"
"5771","GSM4040966","liver"
"5772","GSM4040967","liver"
"5773","GSM4040968","liver"
"5774","GSM4040969","liver"
"5775","GSM4040970","liver"
"5776","GSM4040971","liver"
"5777","GSM4040972","liver"
"5778","GSM4040973","liver"
"5779","GSM4040974","liver"
"5780","GSM4040975","liver"
"5781","GSM4040976","liver"
"5782","GSM4040977","liver"
"5783","GSM4040978","liver"
"5784","GSM4042491","brain"
"5785","GSM4042492","brain"
"5786","GSM4042493","brain"
"5787","GSM4042494","brain"
"5788","GSM4042495","brain"
"5789","GSM4042496","brain"
"5790","GSM4042497","brain"
"5791","GSM4042498","brain"
"5792","GSM4042499","brain"
"5793","GSM4042500","brain"
"5794","GSM4047143","embryonic stem cells "
"5795","GSM4047144","embryonic stem cells "
"5796","GSM4047145","embryonic stem cells "
"5797","GSM4047146","embryonic stem cells "
"5798","GSM4047147","embryonic stem cells "
"5799","GSM4047148","embryonic stem cells "
"5800","GSM4047149","embryonic stem cells "
"5801","GSM4047150","embryonic stem cells "
"5802","GSM4054749","HCT116"
"5803","GSM4054750","HCT116"
"5804","GSM4054751","HCT116"
"5805","GSM4054752","HCT116"
"5806","GSM4054753","HCT116"
"5807","GSM4054754","HCT116"
"5808","GSM4054755","HCT116"
"5809","GSM4062072","HEK293T"
"5810","GSM4062073","HEK293T"
"5811","GSM4062074","HEK293T"
"5812","GSM4062075","HEK293T"
"5813","GSM4062076","HEK293T"
"5814","GSM4062077","HEK293T"
"5815","GSM4062078","HEK293T"
"5816","GSM4062079","HEK293T"
"5817","GSM4062080","HEK293T"
"5818","GSM4062081","HEK293T"
"5819","GSM4062082","HEK293T"
"5820","GSM4062083","HEK293T"
"5821","GSM4062084","HEK293T"
"5822","GSM4062085","HEK293T"
"5823","GSM4062086","HEK293T"
"5824","GSM4062087","HEK293T"
"5825","GSM4062088","HEK293T"
"5826","GSM4075578","iPSC-differentiated dopamine neurons"
"5827","GSM4075579","iPSC-differentiated dopamine neurons"
"5828","GSM4075580","iPSC-differentiated dopamine neurons"
"5829","GSM4075581","iPSC-differentiated dopamine neurons"
"5830","GSM4086596","4T1"
"5831","GSM4086597","4T1"
"5832","GSM4086598","4T1"
"5833","GSM4086599","4T1"
"5834","GSM4086600","4T1"
"5835","GSM4086601","4T1"
"5836","GSM4086602","4T1"
"5837","GSM4086603","4T1"
"5838","GSM4086604","4T1"
"5839","GSM4086605","4T1"
"5840","GSM4086606","4T1"
"5841","GSM4086607","4T1"
"5842","GSM4086608","4T1"
"5843","GSM4086609","4T1"
"5844","GSM4086610","4T1"
"5845","GSM4086611","4T1"
"5846","GSM4110749","RPE-1"
"5847","GSM4110750","RPE-1"
"5848","GSM4110751","RPE-1"
"5849","GSM4110752","RPE-1"
